rule,label,affine,mle_mean,mle_sd,n_inf,samples,v_front_mean,v_front_sd,D_norm_mean,D_norm_sd,fill_mean,fill_sd,h_final_mean,r_final_mean,cone_grows
666,B134/S24,False,1.408489,0.003032,0,16,0.997384,0.005415,0.320177,0.030201,0.321755,0.029636,3001.44,69.75,True
668,B234/S24,False,1.099308,0.003636,0,16,0.908231,0.042126,0.180805,0.038940,0.216829,0.036254,1668.81,63.19,True
672,B/S024,False,1.150372,0.069030,0,16,0.030433,0.013086,0.000310,0.000157,0.248583,0.187092,2.38,1.88,False
674,B1/S024,False,1.324844,0.001750,0,16,0.983576,0.014401,0.344271,0.018014,0.355811,0.017621,3446.94,68.75,True
676,B2/S024,False,1.191010,0.006958,0,16,0.811792,0.091076,0.050991,0.012326,0.075231,0.012459,307.50,51.50,True
680,B3/S024,False,1.203093,0.094735,0,16,0.063909,0.027461,0.000456,0.000261,0.088857,0.057094,3.50,3.94,False
682,B13/S024,False,1.596990,0.000761,0,16,1.000000,0.000000,0.065695,0.000000,0.065695,0.000000,85.00,70.00,True
684,B23/S024,False,1.281051,0.000891,0,16,1.000000,0.000000,0.441784,0.008296,0.441784,0.008296,4408.94,70.00,True
688,B4/S024,False,1.127465,0.021263,0,16,0.029418,0.010633,0.000236,0.000136,0.210192,0.224992,1.81,1.81,False
690,B14/S024,False,1.388318,0.000690,0,16,1.000000,0.000000,0.448499,0.004697,0.448499,0.004697,4477.81,70.00,True
692,B24/S024,False,1.260505,0.005760,0,16,0.969069,0.030977,0.116825,0.027435,0.123225,0.026141,801.75,65.75,True
696,B34/S024,False,1.170530,0.084938,0,16,0.076082,0.028864,0.000505,0.000285,0.092189,0.093359,3.88,4.69,False
700,B234/S024,False,1.239061,0.002076,0,16,0.986050,0.008900,0.375956,0.007216,0.386610,0.006607,3752.25,69.00,True
704,B/S124,False,1.098177,0.000159,0,16,0.026375,0.014365,0.000367,0.000209,0.315577,0.228312,2.81,1.62,False
706,B1/S124,False,1.094405,0.002130,0,16,0.142324,0.054259,0.003630,0.002478,0.155559,0.067805,28.25,8.75,True
708,B2/S124,False,1.073547,0.002289,0,16,0.969363,0.020290,0.362733,0.016013,0.385845,0.012476,3656.56,67.75,True
712,B3/S124,False,1.131136,0.052103,0,16,0.085511,0.042377,0.001296,0.000931,0.160916,0.085643,9.94,5.31,False
716,B23/S124,False,1.182431,0.001054,0,16,0.983513,0.011594,0.368606,0.010392,0.380989,0.009308,3669.00,68.81,True
720,B4/S124,False,0.940088,0.000496,0,16,0.030433,0.018624,0.000424,0.000199,0.406923,0.333138,3.25,1.88,False
722,B14/S124,False,1.015873,0.016766,0,16,0.782733,0.063759,0.133333,0.028365,0.216961,0.037098,1229.19,53.62,True
724,B24/S124,False,1.182954,0.000869,0,16,1.000000,0.000000,0.437121,0.007326,0.437121,0.007326,4360.38,70.00,True
728,B34/S124,False,1.102106,0.022784,0,16,0.090228,0.042213,0.001445,0.000661,0.216142,0.221702,11.06,5.50,False
732,B234/S124,False,1.069334,0.000752,0,16,0.951611,0.017044,0.301584,0.007409,0.332938,0.010103,3038.56,66.50,True
736,B/S0124,False,0.520207,0.337536,0,16,0.010144,0.010049,0.000220,0.000103,0.664423,0.321447,1.69,0.62,False
738,B1/S0124,False,1.098114,0.000375,0,16,0.025361,0.022151,0.000407,0.000473,0.267938,0.251167,3.12,1.56,False
740,B2/S0124,False,1.162276,0.032621,0,16,0.142488,0.050096,0.002676,0.001340,0.136317,0.085653,20.50,8.62,True
744,B3/S0124,False,1.149926,0.045434,0,16,0.098915,0.035751,0.001510,0.000566,0.153447,0.077205,11.56,6.31,False
748,B23/S0124,False,1.156767,0.001008,0,16,0.909886,0.243390,0.322034,0.087042,0.341850,0.092364,3199.44,63.75,True
752,B4/S0124,False,0.410819,0.285904,0,16,0.017245,0.019176,0.000285,0.000283,0.401234,0.349932,2.19,1.06,False
756,B24/S0124,False,1.130248,0.000998,0,16,0.996957,0.006543,0.399075,0.010509,0.401519,0.010854,3994.50,69.81,True
760,B34/S0124,False,1.059969,0.032761,0,16,0.088147,0.032922,0.001458,0.000700,0.150491,0.071028,10.94,5.31,False
764,B234/S0124,False,1.041653,0.001302,0,16,0.940650,0.020281,0.274287,0.011232,0.309862,0.013376,2733.12,66.00,True
768,B/S34,False,-inf,,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
772,B2/S34,False,1.003570,0.009775,0,16,0.101685,0.054062,0.000603,0.000473,0.070016,0.063567,4.62,6.50,True
776,B3/S34,False,-inf,,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
780,B23/S34,False,1.049205,0.036299,0,16,0.549747,0.175880,0.023717,0.010945,0.067673,0.026940,203.19,36.00,True
784,B4/S34,False,-inf,,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
788,B24/S34,False,1.169267,0.034663,0,16,0.121398,0.061728,0.000773,0.000512,0.053529,0.048425,5.88,7.38,True
792,B34/S34,False,-inf,,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
796,B234/S34,False,1.098398,0.000197,0,16,0.032939,0.023246,0.000371,0.000281,0.171110,0.123379,2.88,2.00,False
800,B/S034,False,0.012298,0.004327,0,16,0.021303,0.017500,0.000171,0.000132,0.183063,0.168105,1.31,1.31,False
804,B2/S034,False,1.071251,0.314928,0,16,0.153179,0.040618,0.000628,0.000266,0.024906,0.009047,4.81,9.44,True
808,B3/S034,False,1.116031,0.047597,0,16,0.033476,0.028712,0.000155,0.000136,0.061835,0.067940,1.19,2.06,False
812,B23/S034,False,0.988863,0.034106,0,16,0.795143,0.028502,0.156767,0.019678,0.247008,0.027445,1496.69,55.38,True
816,B4/S034,False,0.051197,0.000323,0,16,0.018260,0.018624,0.000147,0.000150,0.155769,0.250275,1.12,1.12,False
820,B24/S034,False,1.319427,0.026777,0,16,0.173467,0.054551,0.000905,0.000520,0.030211,0.018543,6.94,10.69,True
824,B34/S034,False,0.046834,0.109370,0,16,0.040577,0.031361,0.000163,0.000130,0.072571,0.070875,1.25,2.50,False
832,B/S134,False,1.266955,0.059238,0,16,0.014202,0.017656,0.000212,0.000237,0.198846,0.275307,1.62,0.88,False
836,B2/S134,False,1.384298,0.003204,0,16,0.986553,0.010670,0.219214,0.038481,0.224612,0.036287,1822.38,68.81,True
840,B3/S134,False,0.869570,0.096430,0,16,0.073039,0.043147,0.000375,0.000212,0.059420,0.046725,2.88,4.50,False
848,B4/S134,False,1.215945,0.086935,0,16,0.023332,0.024414,0.000179,0.000184,0.102280,0.141628,1.38,1.44,False
852,B24/S134,False,1.410258,0.004466,0,16,0.996932,0.006223,0.308909,0.024813,0.310784,0.024557,2893.88,69.75,True
856,B34/S134,False,0.860162,0.075734,0,16,0.089270,0.066790,0.000570,0.000289,0.100556,0.089618,4.38,5.50,False
864,B/S0134,False,1.201330,0.100084,0,16,0.025361,0.018712,0.000326,0.000172,0.343527,0.257756,2.50,1.56,False
868,B2/S0134,False,1.353823,0.001967,0,16,0.983604,0.011667,0.381487,0.012133,0.394268,0.012487,3797.38,68.81,True
872,B3/S0134,False,1.013157,0.108960,0,16,0.077097,0.032731,0.000758,0.000387,0.113748,0.061789,5.81,4.75,False
880,B4/S0134,False,1.065313,0.220568,0,16,0.035505,0.014780,0.000375,0.000201,0.220122,0.143924,2.88,2.19,False
888,B34/S0134,False,1.011923,0.044471,0,16,0.097385,0.076590,0.001068,0.000916,0.131871,0.102643,8.19,6.00,False
896,B/S234,False,1.097289,0.000517,0,16,0.011159,0.021952,0.000204,0.000347,0.286207,0.386214,1.56,0.69,False
904,B3/S234,False,1.098327,0.000399,0,16,0.033476,0.024051,0.000522,0.000528,0.256623,0.239790,4.00,2.06,False
912,B4/S234,False,1.097638,0.000471,0,16,0.015216,0.016197,0.000220,0.000246,0.169808,0.165752,1.69,0.94,False
920,B34/S234,False,1.098513,0.000076,0,16,0.028941,0.030997,0.000326,0.000350,0.190589,0.214177,2.50,1.81,False
928,B/S0234,False,1.097395,0.000358,0,16,0.008115,0.011853,0.000163,0.000161,0.453846,0.427607,1.25,0.50,False
936,B3/S0234,False,1.098349,0.000186,0,16,0.031447,0.012529,0.000383,0.000258,0.249038,0.135885,2.94,1.94,False
944,B4/S0234,False,1.097845,0.000413,0,16,0.024346,0.020531,0.000367,0.000390,0.278452,0.233474,2.81,1.50,False
960,B/S1234,False,0.693147,0.000000,0,16,0.003043,0.006543,0.000163,0.000075,0.900000,0.219089,1.25,0.19,False
976,B4/S1234,False,0.693147,0.000000,0,16,0.004058,0.007259,0.000147,0.000105,0.675000,0.412311,1.12,0.25,False
992,B/S01234,False,0.000000,0.000000,0,16,0.000000,0.000000,0.000130,0.000000,1.000000,0.000000,1.00,0.00,False
