rule,label,affine,mle_mean,mle_sd,n_inf,samples,v_front_mean,v_front_sd,D_norm_mean,D_norm_sd,fill_mean,fill_sd,h_final_mean,r_final_mean,cone_grows
0,B/S,False,-inf,,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
1,B0/S,False,0.804688,0.000009,0,16,0.003641,0.008543,0.000088,0.000200,0.109955,0.260336,1.00,0.31,False
2,B1/S,False,0.956791,0.001703,0,16,0.565693,0.452784,0.147925,0.118583,0.180348,0.144495,1480.88,39.44,True
3,B01/S,False,0.867079,0.046674,0,16,0.005549,0.022197,0.000098,0.000393,0.010858,0.043431,0.81,0.31,False
4,B2/S,False,1.007751,0.000775,0,16,0.052273,0.041213,0.000303,0.000223,0.069372,0.068728,2.44,3.25,False
5,B02/S,False,1.104319,0.001845,0,16,0.767317,0.381252,0.247344,0.123205,0.277318,0.138240,2496.44,53.56,True
6,B12/S,False,0.699737,0.023506,0,16,0.212585,0.149180,0.008519,0.006411,0.107780,0.075057,66.25,13.12,True
7,B012/S,False,0.547666,0.000575,0,16,0.022317,0.019545,0.000456,0.000387,0.338143,0.267643,3.50,1.38,False
8,B3/S,False,-inf,,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
9,B03/S,False,0.706923,0.030338,0,16,0.409602,0.212037,0.025687,0.016681,0.097766,0.057984,234.25,27.38,True
10,B13/S,False,1.192460,0.001995,0,16,0.912697,0.243781,0.318306,0.085090,0.335825,0.089970,3184.50,63.62,True
11,B013/S,False,1.029158,0.066660,0,16,0.058897,0.044983,0.000971,0.000745,0.156197,0.136680,8.06,3.69,False
12,B23/S,False,1.020634,0.015617,0,16,0.433965,0.276343,0.015289,0.011384,0.044196,0.028876,134.62,28.81,True
13,B023/S,False,0.808596,0.016788,0,16,0.432130,0.221625,0.051449,0.031141,0.174688,0.092740,476.75,29.44,True
14,B123/S,False,0.700670,0.013872,0,16,0.014081,0.016818,0.000273,0.000194,0.662770,0.339517,2.06,0.75,False
15,B0123/S,False,0.346562,0.000001,0,16,0.009130,0.008316,0.000220,0.000092,0.687500,0.291833,1.69,0.56,False
16,B4/S,False,-inf,,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
17,B04/S,False,0.804338,0.000061,0,16,0.013369,0.012353,0.000185,0.000180,0.174038,0.191133,2.06,1.00,False
18,B14/S,False,0.989328,0.001538,0,16,0.919006,0.028795,0.259188,0.009358,0.306879,0.013537,2594.81,64.19,True
19,B014/S,False,0.860703,0.051067,0,16,0.017306,0.029007,0.000295,0.000711,0.068953,0.099553,2.50,1.12,False
20,B24/S,False,1.159814,0.034152,0,16,0.048095,0.045421,0.000309,0.000318,0.070775,0.073785,2.31,2.88,False
21,B024/S,False,1.131886,0.001406,0,16,0.959561,0.026909,0.314490,0.015722,0.341477,0.014733,3177.25,67.19,True
22,B124/S,False,0.803636,0.015152,0,16,0.445679,0.229866,0.042441,0.021775,0.143558,0.079320,373.81,29.81,True
23,B0124/S,False,0.703254,0.154824,0,16,0.021303,0.020289,0.000350,0.000342,0.199545,0.189861,2.69,1.31,False
24,B34/S,False,-inf,,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
25,B034/S,False,0.717712,0.035309,0,16,0.494291,0.153075,0.039295,0.017807,0.135822,0.044003,347.94,33.50,True
26,B134/S,False,1.108458,0.001218,0,16,0.953325,0.021621,0.310772,0.011771,0.341897,0.013001,3087.88,66.62,True
27,B0134/S,False,1.040525,0.037785,0,16,0.079065,0.036655,0.001371,0.000976,0.142226,0.092656,11.25,4.81,False
28,B234/S,False,1.007384,0.028842,0,16,0.032462,0.033948,0.000424,0.000503,0.140331,0.152964,3.25,2.00,False
29,B0234/S,False,0.880869,0.000333,0,16,0.037534,0.029466,0.000619,0.000518,0.209213,0.183627,4.75,2.31,False
30,B1234/S,False,0.481212,0.000000,0,16,0.007101,0.008316,0.000187,0.000095,0.687500,0.342296,1.44,0.44,False
31,B01234/S,False,0.000000,0.000000,0,16,0.000000,0.000000,0.000130,0.000000,1.000000,0.000000,1.00,0.00,False
32,B/S0,False,0.000000,0.000000,0,16,0.002029,0.005544,0.000041,0.000062,0.212500,0.396443,0.31,0.12,False
33,B0/S0,False,0.693135,0.000003,0,16,0.009311,0.012415,0.000109,0.000150,0.086199,0.116524,1.25,0.75,False
34,B1/S0,False,1.066603,0.001556,0,16,0.706194,0.421523,0.208550,0.124647,0.235140,0.140528,2073.12,49.38,True
35,B01/S0,False,0.847204,0.049523,0,16,0.021901,0.028825,0.000269,0.000444,0.081616,0.120027,2.12,1.44,False
36,B2/S0,False,0.714027,0.135796,0,16,0.068981,0.040415,0.000212,0.000142,0.041122,0.048322,1.62,4.25,False
37,B02/S0,False,1.047072,0.003191,0,16,0.926763,0.023431,0.288809,0.017942,0.335832,0.015616,2895.38,64.81,True
38,B12/S0,False,0.841487,0.040712,0,16,0.206862,0.075429,0.006774,0.003505,0.154381,0.073611,51.38,12.81,True
39,B012/S0,False,0.547612,0.000835,0,16,0.014202,0.017656,0.000244,0.000301,0.251154,0.297808,1.88,0.88,False
40,B3/S0,False,0.345554,0.336067,0,16,0.020289,0.018267,0.000147,0.000094,0.275769,0.372378,1.12,1.25,False
41,B03/S0,False,0.941186,0.118393,0,16,0.489768,0.197801,0.034829,0.016566,0.110707,0.054465,300.19,32.69,True
42,B13/S0,False,1.223821,0.000766,0,16,0.858604,0.335433,0.317175,0.124220,0.329333,0.128821,3166.50,60.06,True
43,B013/S0,False,0.965287,0.020500,0,16,0.077634,0.037670,0.000945,0.000626,0.114844,0.089043,8.12,4.81,False
44,B23/S0,False,0.604526,0.061008,0,16,0.138977,0.106840,0.000725,0.000731,0.019899,0.018068,5.56,8.56,True
45,B023/S0,False,0.793346,0.005931,0,16,0.681015,0.184925,0.155686,0.042746,0.294091,0.080950,1538.75,47.44,True
46,B123/S0,False,0.851919,0.111108,0,16,0.022257,0.016889,0.000329,0.000233,0.417093,0.308656,2.44,1.31,False
47,B0123/S0,False,0.693147,0.000000,0,16,0.007101,0.008316,0.000196,0.000106,0.700000,0.334664,1.50,0.44,False
48,B4/S0,False,0.017797,0.004187,0,16,0.010144,0.013086,0.000090,0.000123,0.083654,0.099540,0.69,0.62,False
49,B04/S0,False,0.692942,0.000219,0,16,0.068504,0.093836,0.000988,0.001162,0.143796,0.199622,7.81,4.25,False
50,B14/S0,False,1.091330,0.001294,0,16,0.584849,0.468173,0.179497,0.144095,0.204689,0.163932,1790.88,41.00,True
51,B014/S0,False,0.816429,0.034081,0,16,0.039752,0.038342,0.000523,0.000577,0.119618,0.138922,4.19,2.62,False
52,B24/S0,False,0.685608,0.078166,0,16,0.066952,0.043096,0.000261,0.000233,0.040071,0.039879,2.00,4.12,False
53,B024/S0,False,1.109306,0.001032,0,16,0.962303,0.016121,0.346971,0.012519,0.374592,0.014163,3487.00,67.38,True
54,B124/S0,False,0.875846,0.040510,0,16,0.370988,0.084653,0.020194,0.005941,0.149915,0.043776,165.75,24.00,True
55,B0124/S0,False,0.547581,0.000527,0,16,0.018260,0.020423,0.000269,0.000331,0.190192,0.264964,2.06,1.12,False
56,B34/S0,False,0.299281,0.177436,0,16,0.014202,0.014365,0.000139,0.000139,0.199423,0.250183,1.06,0.88,False
57,B034/S0,False,0.615688,0.002285,0,16,0.666190,0.262778,0.133832,0.052899,0.231282,0.093874,1343.44,46.38,True
58,B134/S0,False,1.187315,0.001902,0,16,0.965825,0.016350,0.350293,0.011413,0.375355,0.009443,3489.12,67.50,True
59,B0134/S0,False,0.935931,0.028572,0,16,0.095954,0.039697,0.001385,0.000938,0.131382,0.061794,11.56,6.00,False
60,B234/S0,False,0.648822,0.033124,0,16,0.453494,0.172207,0.017672,0.013857,0.066051,0.045558,127.06,29.56,True
61,B0234/S0,False,0.745098,0.006223,0,16,0.583986,0.229830,0.121986,0.048372,0.272514,0.108475,1223.31,40.94,True
62,B1234/S0,False,0.701423,0.021846,0,16,0.041064,0.032035,0.000538,0.000429,0.279264,0.228170,4.38,2.62,False
64,B/S1,False,0.693147,0.000000,0,16,0.012173,0.016231,0.000098,0.000130,0.057692,0.076923,0.75,0.75,False
65,B0/S1,False,1.066785,0.024662,0,16,0.332542,0.127427,0.011013,0.005945,0.091090,0.052486,94.50,21.69,True
66,B1/S1,False,1.008052,0.000983,0,16,0.860693,0.336341,0.147620,0.057866,0.152618,0.059965,1483.06,60.25,True
67,B01/S1,False,0.797498,0.026639,0,16,0.064632,0.074317,0.001032,0.001343,0.059023,0.079477,8.50,4.19,False
68,B2/S1,False,1.152923,0.019590,0,16,0.231707,0.071672,0.002290,0.001125,0.040283,0.017609,18.00,14.19,True
69,B02/S1,False,1.334029,0.001650,0,16,0.934525,0.249288,0.377532,0.100944,0.379974,0.101755,3755.25,65.44,True
70,B12/S1,False,0.915961,0.039285,0,16,0.757738,0.203661,0.168369,0.049006,0.257052,0.073994,1629.81,52.25,True
71,B012/S1,False,1.098468,0.000139,0,16,0.023809,0.022441,0.000367,0.000434,0.233745,0.273797,2.81,1.44,False
72,B3/S1,False,0.693147,0.000000,0,16,0.022317,0.021266,0.000179,0.000184,0.082692,0.091192,1.38,1.38,False
73,B03/S1,False,1.154352,0.000897,0,16,0.966811,0.020997,0.327657,0.012041,0.350626,0.015805,3280.06,67.69,True
74,B13/S1,False,1.233680,0.001530,0,16,1.000000,0.000000,0.444389,0.005941,0.444389,0.005941,4434.00,70.00,True
75,B013/S1,False,0.939535,0.070379,0,16,0.159270,0.082030,0.003310,0.002912,0.095061,0.053802,26.25,9.94,True
76,B23/S1,False,1.082083,0.006014,0,16,0.838479,0.051090,0.072933,0.016377,0.103258,0.024099,503.06,55.06,True
77,B023/S1,False,1.196606,0.001731,0,16,0.940967,0.011546,0.344632,0.010681,0.388933,0.012061,3442.69,65.56,True
78,B123/S1,False,0.665613,0.022405,0,16,0.373298,0.229321,0.036234,0.023990,0.144772,0.091117,328.06,25.06,True
80,B4/S1,False,0.693147,0.000000,0,16,0.009130,0.016730,0.000065,0.000117,0.033846,0.062757,0.50,0.56,False
81,B04/S1,False,1.015823,0.027260,0,16,0.613682,0.245958,0.099177,0.041633,0.200258,0.080126,974.31,42.31,True
82,B14/S1,False,1.054938,0.000606,0,16,0.935087,0.249419,0.353584,0.094553,0.355394,0.094946,3552.56,65.44,True
83,B014/S1,False,0.789199,0.022090,0,16,0.083244,0.056331,0.000974,0.000976,0.105489,0.137987,7.94,5.19,False
84,B24/S1,False,1.150118,0.018920,0,16,0.217735,0.109172,0.002504,0.001609,0.064069,0.098115,19.38,13.31,True
85,B024/S1,False,1.390548,0.001447,0,16,1.000000,0.000000,0.438580,0.004417,0.438580,0.004417,4361.38,70.00,True
86,B124/S1,False,1.026334,0.020706,0,16,0.720227,0.078593,0.105977,0.029936,0.200271,0.036090,1010.25,49.88,True
87,B0124/S1,False,1.098328,0.000219,0,16,0.039563,0.022151,0.000522,0.000384,0.200168,0.154733,4.00,2.44,False
88,B34/S1,False,0.693147,0.000000,0,16,0.024346,0.025145,0.000163,0.000161,0.074741,0.089533,1.25,1.50,False
89,B034/S1,False,1.101401,0.001131,0,16,0.824822,0.322592,0.270969,0.106114,0.304957,0.119845,2699.56,57.75,True
90,B134/S1,False,1.179229,0.000934,0,16,0.996957,0.006543,0.423345,0.006744,0.425924,0.006450,4232.06,69.81,True
91,B0134/S1,False,0.822023,0.146516,0,16,0.234847,0.110482,0.006759,0.005272,0.086722,0.033161,52.44,14.62,True
92,B234/S1,False,1.057120,0.001592,0,16,0.855565,0.035591,0.187841,0.021811,0.256090,0.026737,1747.19,59.75,True
93,B0234/S1,False,1.141503,0.001829,0,16,0.891805,0.021926,0.309981,0.007665,0.389389,0.013890,3109.00,62.38,True
94,B1234/S1,False,0.577264,0.024122,0,16,0.313772,0.183284,0.020698,0.014538,0.134249,0.074856,178.19,21.38,True
96,B/S01,False,0.023009,0.000290,0,16,0.009130,0.008316,0.000155,0.000098,0.437500,0.366742,1.19,0.56,False
97,B0/S01,False,1.004248,0.000640,0,16,0.021840,0.040059,0.000163,0.000226,0.141774,0.265890,1.31,1.38,False
98,B1/S01,False,1.075192,0.095441,0,16,0.105225,0.063310,0.001768,0.001446,0.125311,0.137437,13.81,6.56,True
99,B01/S01,False,0.742866,0.067676,0,16,0.026973,0.035141,0.000351,0.000478,0.083061,0.115084,2.75,1.75,False
100,B2/S01,False,1.212297,0.020479,0,16,0.253070,0.052919,0.005110,0.001843,0.079737,0.034570,39.25,15.56,True
101,B02/S01,False,0.988701,0.019387,0,16,0.746248,0.068282,0.054339,0.012946,0.097528,0.023382,481.62,50.06,True
102,B12/S01,False,0.937787,0.040837,0,16,0.709549,0.191213,0.130860,0.039000,0.227184,0.065713,1259.94,49.06,True
103,B012/S01,False,1.098533,0.000059,0,16,0.030910,0.034547,0.000416,0.000498,0.158931,0.160612,3.19,1.88,False
104,B3/S01,False,0.831367,0.095478,0,16,0.020766,0.019018,0.000269,0.000237,0.262640,0.271866,2.06,1.25,False
105,B03/S01,False,0.917404,0.017089,0,16,0.695630,0.194982,0.095668,0.031029,0.173778,0.054584,866.12,46.50,True
106,B13/S01,False,1.149351,0.000982,0,16,0.996601,0.006223,0.404222,0.006382,0.407004,0.007569,4042.81,69.69,True
107,B013/S01,False,1.033956,0.009407,0,16,0.136535,0.065570,0.002745,0.001901,0.131309,0.083891,20.56,8.38,True
108,B23/S01,False,1.203897,0.030381,0,16,0.359892,0.074586,0.006707,0.001821,0.051502,0.012655,51.25,22.19,True
109,B023/S01,False,1.092826,0.001472,0,16,0.903033,0.024198,0.299254,0.014480,0.366502,0.014173,3008.69,63.19,True
110,B123/S01,False,0.607089,0.012306,0,16,0.420909,0.178941,0.037426,0.016984,0.161600,0.070128,344.81,28.56,True
112,B4/S01,False,0.150564,0.227646,0,16,0.013188,0.010633,0.000159,0.000132,0.297229,0.304300,1.19,0.81,False
113,B04/S01,False,1.001674,0.008811,0,16,0.169817,0.079402,0.003954,0.002351,0.101693,0.061739,29.44,10.50,True
114,B14/S01,False,0.927205,0.004101,0,16,0.811358,0.317379,0.240543,0.095139,0.279767,0.110980,2412.81,56.62,True
115,B014/S01,False,0.797658,0.005052,0,16,0.103246,0.086060,0.001547,0.001593,0.082807,0.108090,12.19,6.31,True
116,B24/S01,False,1.217962,0.023156,0,16,0.243880,0.053804,0.004093,0.001199,0.067737,0.019223,31.31,14.94,True
117,B024/S01,False,1.244411,0.001235,0,16,0.987473,0.010068,0.393777,0.006509,0.403880,0.010598,3917.94,69.06,True
118,B124/S01,False,0.988189,0.040977,0,16,0.653399,0.186869,0.101818,0.036180,0.206954,0.064012,963.06,44.94,True
120,B34/S01,False,0.632616,0.023233,0,16,0.029895,0.018450,0.000325,0.000220,0.261598,0.258267,2.44,1.81,False
121,B034/S01,False,0.835429,0.002435,0,16,0.672998,0.335711,0.170141,0.085017,0.247757,0.123886,1706.56,47.12,True
122,B134/S01,False,1.099238,0.001501,0,16,0.973649,0.020060,0.374880,0.009553,0.395491,0.011745,3746.00,68.19,True
123,B0134/S01,False,0.737916,0.053111,0,16,0.229610,0.101413,0.004366,0.002135,0.090527,0.067203,33.00,13.81,True
124,B234/S01,False,1.166573,0.030736,0,16,0.440324,0.081826,0.011212,0.003318,0.057066,0.015899,84.81,27.12,True
125,B0234/S01,False,1.031002,0.001531,0,16,0.787317,0.211489,0.237854,0.064453,0.336696,0.091433,2378.19,55.00,True
126,B1234/S01,False,0.517927,0.006386,0,16,0.420850,0.120502,0.038786,0.013869,0.190075,0.064098,368.06,29.19,True
128,B/S2,False,1.098612,0.000000,0,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
129,B0/S2,False,1.183750,0.006893,0,16,0.451105,0.187075,0.020182,0.009974,0.075125,0.034775,168.12,29.00,True
130,B1/S2,False,1.236407,0.001093,0,16,0.993418,0.008024,0.373115,0.005830,0.378091,0.007553,3718.75,69.50,True
131,B01/S2,False,0.956224,0.007091,0,16,0.799520,0.037074,0.115661,0.028412,0.180049,0.041085,1061.31,55.56,True
132,B2/S2,False,1.000458,0.017432,0,16,0.131157,0.055174,0.000675,0.000430,0.032727,0.015835,5.06,7.88,True
133,B02/S2,False,1.229744,0.000989,0,16,1.000000,0.000000,0.457927,0.005317,0.457927,0.005317,4547.81,70.00,True
134,B12/S2,False,0.967145,0.001398,0,16,0.963566,0.024021,0.344678,0.017270,0.371074,0.013891,3455.19,67.25,True
136,B3/S2,False,1.110454,0.047367,0,16,0.006087,0.024346,0.000033,0.000130,0.002941,0.011765,0.25,0.38,False
137,B03/S2,False,1.084301,0.001839,0,16,0.949431,0.014880,0.302243,0.008079,0.335053,0.006280,3033.62,66.50,True
138,B13/S2,False,1.466665,0.001293,0,16,1.000000,0.000000,0.472129,0.004021,0.472129,0.004021,4704.62,70.00,True
139,B013/S2,False,1.383434,0.002189,0,16,0.992499,0.008859,0.358742,0.016786,0.364116,0.015668,3492.81,69.38,True
140,B23/S2,False,0.926872,0.007908,0,16,0.905203,0.030547,0.209889,0.014628,0.255992,0.017134,2048.62,63.31,True
141,B023/S2,False,1.116064,0.001073,0,16,0.986189,0.013913,0.396341,0.008163,0.407476,0.006651,3968.31,69.12,True
142,B123/S2,False,0.944717,0.002319,0,16,0.893747,0.034417,0.273447,0.017723,0.341788,0.014419,2765.88,62.50,True
144,B4/S2,False,1.098612,0.000000,0,16,0.003043,0.012173,0.000033,0.000130,0.010000,0.040000,0.25,0.19,False
145,B04/S2,False,1.193656,0.006913,0,16,0.507680,0.210294,0.030949,0.014628,0.091786,0.042213,254.19,32.94,True
146,B14/S2,False,1.278999,0.000946,0,16,0.997971,0.005544,0.402221,0.007493,0.403852,0.007282,3996.50,69.88,True
147,B014/S2,False,1.051996,0.007661,0,16,0.818763,0.038787,0.121306,0.032262,0.178385,0.041807,1051.38,56.19,True
148,B24/S2,False,1.149909,0.032532,0,16,0.172997,0.059269,0.000949,0.000555,0.036179,0.026778,7.44,10.50,True
149,B024/S2,False,1.290246,0.000824,0,16,1.000000,0.000000,0.473273,0.004200,0.473273,0.004200,4719.25,70.00,True
150,B124/S2,False,1.108622,0.001160,0,16,0.985078,0.011039,0.397558,0.010868,0.409649,0.011250,3975.00,69.00,True
152,B34/S2,False,1.098612,0.000000,0,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
153,B034/S2,False,1.064018,0.001332,0,16,0.943882,0.023761,0.290064,0.010544,0.325567,0.013832,2917.31,66.00,True
154,B134/S2,False,1.395987,0.001152,0,16,0.997007,0.005338,0.373208,0.012635,0.375473,0.013479,3663.06,69.69,True
155,B0134/S2,False,1.353483,0.001845,0,16,0.983548,0.010004,0.382435,0.008764,0.395310,0.009863,3830.75,68.81,True
156,B234/S2,False,0.905820,0.010615,0,16,0.777485,0.030670,0.078258,0.015796,0.128818,0.025047,685.38,53.44,True
157,B0234/S2,False,1.052145,0.002179,0,16,0.937579,0.018753,0.288363,0.016109,0.327872,0.019462,2827.56,65.44,True
158,B1234/S2,False,0.902539,0.002365,0,16,0.683905,0.270447,0.146695,0.058420,0.239954,0.095485,1450.44,47.25,True
160,B/S02,False,1.098612,0.000000,0,16,0.025361,0.011807,0.000302,0.000183,0.316346,0.256634,2.31,1.56,False
161,B0/S02,False,1.200203,0.016844,0,16,0.076210,0.030192,0.001081,0.000619,0.152379,0.061579,8.12,4.62,False
162,B1/S02,False,1.291288,0.002071,0,16,0.980237,0.017485,0.329227,0.013134,0.342766,0.016903,3293.88,68.75,True
163,B01/S02,False,0.963225,0.055963,0,16,0.593798,0.173163,0.032324,0.015021,0.079396,0.033447,282.44,40.25,True
164,B2/S02,False,1.120567,0.008272,0,16,0.678548,0.086049,0.030312,0.009710,0.063838,0.014013,192.50,41.62,True
165,B02/S02,False,1.259827,0.000845,0,16,0.937500,0.250000,0.223461,0.059661,0.223461,0.059661,2224.19,65.62,True
166,B12/S02,False,1.078903,0.001200,0,16,0.981661,0.012865,0.382765,0.007133,0.397221,0.009919,3808.88,68.69,True
168,B3/S02,False,1.122279,0.064686,0,16,0.052750,0.020954,0.000407,0.000237,0.109695,0.070210,3.12,3.25,False
169,B03/S02,False,1.176688,0.002486,0,16,0.990744,0.009867,0.374059,0.006028,0.381083,0.007196,3735.50,69.38,True
170,B13/S02,False,1.542056,0.000874,0,16,1.000000,0.000000,0.493192,0.002363,0.493192,0.002363,4890.75,70.00,True
171,B013/S02,False,1.409864,0.004873,0,16,0.998771,0.004091,0.313528,0.026220,0.314303,0.026457,2925.25,69.88,True
172,B23/S02,False,1.107154,0.000987,0,16,0.988304,0.010138,0.395619,0.010432,0.405039,0.011075,3964.62,69.06,True
173,B023/S02,False,1.160722,0.000886,0,16,0.991682,0.010040,0.415384,0.009146,0.422339,0.007955,4161.44,69.44,True
174,B123/S02,False,1.000179,0.002262,0,16,0.905647,0.024284,0.276718,0.015032,0.337267,0.021261,2759.12,63.56,True
176,B4/S02,False,1.098612,0.000000,0,16,0.027390,0.018476,0.000212,0.000142,0.216538,0.275971,1.62,1.69,False
177,B04/S02,False,1.215752,0.008815,0,16,0.735662,0.072246,0.083486,0.015710,0.155830,0.035375,734.38,50.00,True
178,B14/S02,False,1.367838,0.001169,0,16,1.000000,0.000000,0.432239,0.004113,0.432239,0.004113,4326.06,70.00,True
179,B014/S02,False,1.172021,0.002349,0,16,0.966403,0.023428,0.303734,0.019310,0.325145,0.018141,2994.75,67.31,True
180,B24/S02,False,1.193643,0.008782,0,16,0.797968,0.129947,0.042477,0.012731,0.064381,0.012610,261.25,49.56,True
181,B024/S02,False,1.330666,0.000873,0,16,1.000000,0.000000,0.492543,0.001860,0.492543,0.001860,4905.81,70.00,True
182,B124/S02,False,1.184671,0.001830,0,16,0.996745,0.006740,0.414633,0.006991,0.417341,0.006747,4134.38,69.69,True
184,B34/S02,False,1.098613,0.000001,0,16,0.059851,0.028864,0.000505,0.000242,0.114932,0.068553,3.88,3.69,False
185,B034/S02,False,1.147763,0.002995,0,16,0.980494,0.015613,0.363074,0.009752,0.377667,0.010716,3628.12,68.62,True
186,B134/S02,False,1.486255,0.000990,0,16,1.000000,0.000000,0.472616,0.006117,0.472616,0.006117,4714.88,70.00,True
188,B234/S02,False,1.088226,0.001397,0,16,0.952219,0.019169,0.356808,0.011933,0.393325,0.011153,3568.06,66.69,True
189,B0234/S02,False,1.129280,0.001687,0,16,0.897697,0.240181,0.338639,0.091263,0.369097,0.098915,3408.44,63.00,True
190,B1234/S02,False,0.939160,0.004253,0,16,0.762165,0.031239,0.159391,0.022405,0.272774,0.032573,1568.31,53.44,True
192,B/S12,False,0.693147,0.000000,0,16,0.016231,0.013252,0.000204,0.000165,0.262500,0.272817,1.56,1.00,False
193,B0/S12,False,0.919854,0.033052,0,16,0.054058,0.025599,0.000615,0.000394,0.175515,0.109024,4.94,3.50,False
194,B1/S12,False,1.093812,0.004416,0,16,0.248364,0.150199,0.009880,0.006596,0.088382,0.060408,75.81,15.31,True
195,B01/S12,False,1.076382,0.027068,0,16,0.337652,0.177904,0.012751,0.007700,0.085036,0.043512,108.25,22.44,True
196,B2/S12,False,0.972640,0.002160,0,16,0.950789,0.021069,0.335513,0.011563,0.371061,0.013250,3357.12,66.62,True
197,B02/S12,False,1.069542,0.001168,0,16,0.968689,0.016513,0.367130,0.007452,0.391377,0.015415,3678.56,67.88,True
198,B12/S12,False,0.742812,0.005318,0,16,0.782725,0.307184,0.122008,0.048686,0.152135,0.059871,1230.31,54.75,True
200,B3/S12,False,1.088240,0.023510,0,16,0.081692,0.024488,0.000962,0.000456,0.130238,0.071380,7.44,5.06,False
201,B03/S12,False,1.122544,0.002899,0,16,0.881727,0.029582,0.237446,0.022160,0.304420,0.019037,2400.50,61.56,True
202,B13/S12,False,1.250102,0.000997,0,16,0.931308,0.248544,0.389846,0.104558,0.395023,0.105856,3889.00,65.19,True
204,B23/S12,False,0.901429,0.002207,0,16,0.779456,0.305096,0.249150,0.098444,0.313204,0.122584,2512.19,54.88,True
205,B023/S12,False,1.004457,0.001659,0,16,0.932670,0.021633,0.312902,0.009985,0.359678,0.016527,3132.38,65.50,True
206,B123/S12,False,0.722897,0.003978,0,16,0.699912,0.348772,0.194491,0.097385,0.262244,0.132142,1959.62,48.56,True
208,B4/S12,False,0.733273,0.043924,0,16,0.023332,0.017749,0.000253,0.000161,0.263654,0.305011,1.94,1.44,False
209,B04/S12,False,0.972454,0.031641,0,16,0.068871,0.028369,0.000972,0.000777,0.162307,0.051361,7.62,4.19,False
210,B14/S12,False,0.989160,0.023783,0,16,0.856986,0.032053,0.200028,0.016618,0.272629,0.028354,1974.62,59.69,True
211,B014/S12,False,0.976512,0.027227,0,16,0.750979,0.208273,0.148496,0.046100,0.230039,0.067554,1398.06,51.75,True
212,B24/S12,False,1.074267,0.000960,0,16,0.918168,0.245188,0.360555,0.096698,0.375811,0.100652,3626.06,64.31,True
213,B024/S12,False,1.161143,0.001114,0,16,0.994898,0.007539,0.411822,0.008383,0.416056,0.008383,4115.62,69.56,True
214,B124/S12,False,0.903101,0.001817,0,16,0.945729,0.020798,0.319509,0.014320,0.356962,0.012910,3219.00,66.25,True
216,B34/S12,False,1.090170,0.007019,0,16,0.067490,0.028560,0.000947,0.000578,0.153974,0.085032,7.44,4.19,False
217,B034/S12,False,1.062521,0.002340,0,16,0.824131,0.033936,0.197078,0.013329,0.290250,0.026720,1969.56,57.56,True
218,B134/S12,False,1.185668,0.001601,0,16,0.964471,0.016411,0.359767,0.008457,0.386660,0.008604,3592.62,67.31,True
220,B234/S12,False,0.891115,0.001541,0,16,0.798303,0.214437,0.237371,0.064280,0.326921,0.088902,2391.44,55.69,True
221,B0234/S12,False,0.973477,0.001533,0,16,0.822877,0.220320,0.258350,0.070003,0.334662,0.090092,2588.00,57.69,True
222,B1234/S12,False,0.719662,0.024373,0,16,0.562377,0.337366,0.116224,0.070275,0.206029,0.123728,1160.62,38.81,True
224,B/S012,False,0.024641,0.000027,0,16,0.010144,0.008115,0.000204,0.000106,0.562500,0.336403,1.56,0.62,False
225,B0/S012,False,0.881344,0.000007,0,16,0.019274,0.013539,0.000277,0.000190,0.405769,0.327702,2.12,1.19,False
226,B1/S012,False,1.098343,0.000224,0,16,0.033476,0.019176,0.000473,0.000371,0.248415,0.157856,3.62,2.06,False
227,B01/S012,False,1.098543,0.000086,0,16,0.023869,0.022071,0.000334,0.000333,0.161448,0.152049,2.56,1.50,False
228,B2/S012,False,1.196135,0.040406,0,16,0.119702,0.074634,0.002335,0.001612,0.129383,0.097695,18.06,7.31,True
229,B02/S012,False,1.039201,0.066879,0,16,0.117088,0.064411,0.001765,0.001277,0.091159,0.059433,13.38,7.12,True
230,B12/S012,False,0.775504,0.046069,0,16,0.094652,0.071171,0.001479,0.001548,0.094636,0.106977,11.75,5.62,False
232,B3/S012,False,1.063449,0.019854,0,16,0.056206,0.041691,0.000808,0.000550,0.293468,0.231788,6.38,3.38,False
233,B03/S012,False,1.048778,0.014065,0,16,0.371745,0.102416,0.011817,0.005184,0.091208,0.039604,97.56,23.88,True
234,B13/S012,False,1.206570,0.040403,0,16,0.696586,0.084127,0.052463,0.012424,0.107748,0.019521,445.12,47.44,True
236,B23/S012,False,0.861299,0.008031,0,16,0.531892,0.372311,0.065941,0.047348,0.109654,0.078917,518.19,36.50,True
237,B023/S012,False,0.889697,0.013725,0,16,0.675358,0.081537,0.070064,0.012714,0.154462,0.030035,578.88,44.75,True
238,B123/S012,False,0.711981,0.006730,0,16,0.658244,0.328097,0.169469,0.084928,0.257664,0.128782,1715.88,45.88,True
