rule,label,affine,mle_mean,mle_sd,n_inf,samples,v_front_mean,v_front_sd,D_norm_mean,D_norm_sd,fill_mean,fill_sd,h_final_mean,r_final_mean,cone_grows
156,156,False,0.693147,0.000000,0,24,0.005100,0.004324,0.004690,0.003423,0.577783,0.331797,2.21,1.25,False
160,160,False,-inf,,24,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
162,162,False,0.005502,0.000006,0,24,0.791667,0.414851,0.003741,0.002844,0.003741,0.002844,1.96,237.50,True
164,164,False,0.005540,0.000184,0,24,0.007816,0.006532,0.002309,0.001591,0.280358,0.264262,1.21,2.04,False
168,168,False,-inf,,24,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
170,170,True,0.000000,0.000000,0,24,1.000000,0.000000,0.001910,0.000000,0.001910,0.000000,1.00,300.00,True
172,172,False,0.481212,0.000000,0,24,0.004466,0.003510,0.001592,0.001341,0.200000,0.194613,0.83,1.17,False
178,178,False,0.693147,0.000000,0,24,0.003350,0.003445,0.002786,0.002454,0.465476,0.360478,1.46,0.88,False
184,184,False,0.044387,0.022660,0,24,0.624388,0.263280,0.029950,0.081071,0.074239,0.214366,20.75,177.71,True
200,200,False,0.693147,0.000000,0,24,0.001914,0.001955,0.002388,0.001804,0.555556,0.389061,1.25,0.50,False
204,204,True,0.000000,0.000000,0,24,0.000000,0.000000,0.001910,0.000000,1.000000,0.000000,1.00,0.00,False
232,232,False,0.693147,0.000000,0,24,0.003509,0.002969,0.003025,0.002176,0.528571,0.382131,1.58,0.92,False
