rule,label,affine,mle_mean,mle_sd,n_inf,samples,v_front_mean,v_front_sd,D_norm_mean,D_norm_sd,fill_mean,fill_sd,h_final_mean,r_final_mean,cone_grows
33,B05/S,False,1.089874,0.008853,0,10,0.204206,0.046560,0.004672,0.001829,0.107627,0.034643,70.30,12.40,True
44,B235/S,False,1.367789,0.001205,0,10,0.910404,0.022194,0.287727,0.009606,0.346741,0.009127,5768.20,64.00,True
86,B1246/S,False,1.489886,0.001775,0,10,0.956693,0.026368,0.322016,0.011855,0.351866,0.014167,6446.60,66.90,True
304,B458/S,False,-inf,,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
349,B023468/S,False,1.176780,0.004276,0,10,0.773645,0.035370,0.186426,0.004075,0.311543,0.024896,3749.30,54.30,True
381,B0234568/S,False,0.979772,0.118611,0,10,0.013081,0.021165,0.000147,0.000158,0.644797,0.461710,2.30,0.90,False
479,B01234678/S,False,0.784722,0.062724,0,10,0.066547,0.046823,0.000985,0.001080,0.147003,0.066783,15.10,4.10,False
566,B1245/S0,False,1.327305,0.003436,0,10,0.887050,0.027320,0.268821,0.007573,0.341608,0.017593,5374.10,62.10,True
571,B01345/S0,False,0.927758,0.005132,0,10,0.512604,0.182233,0.064460,0.024969,0.197898,0.079154,1285.50,35.30,True
629,B02456/S0,False,1.190738,0.109195,0,10,0.308101,0.066545,0.011153,0.004727,0.109321,0.018072,173.90,18.90,True
681,B0357/S0,False,1.557449,0.001832,0,10,0.987739,0.010266,0.321846,0.005691,0.329853,0.005558,6404.90,69.20,True
711,B01267/S0,False,0.705803,0.022519,0,10,0.008115,0.020602,0.000052,0.000126,0.029630,0.071562,0.80,0.50,False
723,B01467/S0,False,1.233629,0.010527,0,10,0.725610,0.257620,0.152341,0.055094,0.233638,0.083323,3101.20,50.60,True
869,B02568/S0,False,1.496021,0.001588,0,10,0.862942,0.303714,0.283466,0.099852,0.308219,0.108520,5679.70,60.60,True
914,B1478/S0,False,1.498279,0.001315,0,10,0.962689,0.014444,0.294736,0.008091,0.317915,0.008856,5904.40,67.40,True
998,B125678/S0,False,1.094317,0.003918,0,10,0.805899,0.024986,0.202164,0.013114,0.310060,0.012391,4066.30,56.50,True
1166,B1237/S1,False,0.863145,0.013426,0,10,0.516025,0.356365,0.106713,0.073944,0.195339,0.134973,2138.70,35.70,True
1191,B01257/S1,False,1.232955,0.046788,0,10,0.024346,0.039201,0.000078,0.000126,0.009917,0.015968,1.20,1.50,False
1288,B38/S1,False,1.417653,0.049743,0,10,0.031602,0.037167,0.000110,0.000137,0.022010,0.024472,1.50,1.90,False
1312,B58/S1,False,0.693147,0.000000,0,10,0.008115,0.017531,0.000026,0.000055,0.012082,0.027093,0.40,0.50,False
1322,B1358/S1,False,1.751930,0.001536,0,10,0.998377,0.005133,0.400655,0.003004,0.401970,0.004550,8013.50,69.90,True
1419,B01378/S1,False,1.174058,0.053847,0,10,0.223999,0.095926,0.001377,0.001543,0.023841,0.021672,21.10,14.20,True
1424,B478/S1,False,0.774239,0.170955,0,10,0.037331,0.023018,0.000156,0.000103,0.065346,0.058795,2.40,2.30,False
1427,B01478/S1,False,1.206178,0.022727,0,10,0.617083,0.230164,0.072278,0.029269,0.155521,0.064940,1588.80,43.20,True
1441,B0578/S1,False,1.108058,0.002417,0,10,0.711288,0.252374,0.131005,0.046461,0.209776,0.075938,2652.90,49.70,True
1470,B1234578/S1,False,0.932145,0.008329,0,10,0.055185,0.033526,0.000738,0.000549,0.132978,0.094883,11.60,3.40,False
1606,B126/S01,False,1.084890,0.006484,0,10,0.742233,0.263149,0.185965,0.065797,0.273232,0.097348,3738.00,52.20,True
1675,B0137/S01,False,1.126687,0.062225,0,10,0.266060,0.211325,0.002747,0.002531,0.018668,0.014612,68.10,18.50,True
1720,B3457/S01,False,1.030115,0.003796,0,10,0.660677,0.233479,0.151018,0.053641,0.279188,0.099524,3056.90,46.30,True
1741,B02367/S01,False,1.234279,0.004784,0,10,0.772603,0.272487,0.210439,0.074309,0.285200,0.101200,4485.00,54.10,True
1785,B034567/S01,False,0.768985,0.072878,0,10,0.061677,0.036708,0.000852,0.000688,0.210217,0.283558,13.10,3.80,False
1801,B038/S01,False,1.443817,0.004536,0,10,0.740861,0.391270,0.188750,0.100155,0.219999,0.116665,3930.90,51.90,True
1819,B01348/S01,False,1.137130,0.013745,0,10,0.257002,0.174817,0.005226,0.005056,0.045281,0.035310,93.00,17.30,True
1827,B0158/S01,False,1.044164,0.016471,0,10,0.056905,0.052117,0.000411,0.000471,0.035947,0.036269,7.90,3.60,False
2275,B01567/S2,False,1.372832,0.072569,0,10,0.699196,0.073989,0.086357,0.011835,0.178769,0.033050,1641.60,47.50,True
2301,B0234567/S2,False,0.683287,0.022531,0,10,0.294017,0.037065,0.012884,0.003535,0.143181,0.027783,230.10,19.60,True
2351,B012358/S2,False,1.385811,0.000949,0,10,0.064064,0.026756,0.000631,0.000518,0.111992,0.062059,10.00,3.90,False
2362,B13458/S2,False,1.310012,0.003776,0,10,0.775129,0.273316,0.226728,0.081234,0.304597,0.107358,4521.50,54.10,True
2430,B1234568/S2,False,0.963434,0.068453,0,10,0.073336,0.039737,0.000915,0.000700,0.148924,0.106096,14.30,4.40,False
2500,B2678/S2,False,1.498611,0.001793,0,10,0.985392,0.009213,0.325640,0.007914,0.335250,0.004897,6519.80,69.10,True
2561,B0/S02,False,1.197820,0.011240,0,10,0.024636,0.029315,0.000308,0.000354,0.124881,0.123403,7.40,1.80,False
2595,B015/S02,False,1.538028,0.007146,0,10,0.270476,0.129068,0.005672,0.002882,0.068967,0.040106,108.90,17.00,True
2602,B135/S02,False,1.864212,0.001973,0,10,0.996754,0.006844,0.424706,0.006380,0.427449,0.004438,8417.20,69.80,True
2618,B1345/S02,False,1.305772,0.004663,0,10,0.837138,0.028516,0.243442,0.008256,0.347178,0.021836,4910.70,58.70,True
2668,B2356/S02,False,1.416619,0.001907,0,10,0.933598,0.017702,0.321064,0.009075,0.368061,0.009692,6427.80,65.40,True
2692,B27/S02,False,1.494373,0.002333,0,10,0.588938,0.507021,0.182451,0.157199,0.189301,0.162964,3664.70,41.20,True
2997,B024578/S02,False,1.618194,0.002002,0,10,0.992543,0.009336,0.390002,0.008641,0.395826,0.005605,7803.70,69.40,True
3060,B245678/S02,False,1.400765,0.008893,0,10,0.867463,0.013079,0.279932,0.007789,0.371273,0.012535,5616.90,60.70,True
3117,B0235/S12,False,1.411977,0.005911,0,10,0.880536,0.028583,0.219502,0.010680,0.282927,0.015071,4495.40,61.10,True
3135,B012345/S12,False,1.385894,0.000246,0,10,0.016231,0.015303,0.000196,0.000171,0.247274,0.246687,3.00,1.00,False
3139,B016/S12,False,1.412648,0.008998,0,10,0.049553,0.091556,0.000399,0.000801,0.032384,0.061654,6.00,3.10,False
3150,B1236/S12,False,0.999204,0.008316,0,10,0.788221,0.030751,0.199452,0.011212,0.320089,0.017466,3981.10,55.40,True
3182,B12356/S12,False,1.101604,0.004755,0,10,0.723407,0.256207,0.189763,0.068030,0.293247,0.105562,3805.50,50.50,True
3251,B01457/S12,False,1.357513,0.001582,0,10,0.939847,0.017094,0.314299,0.010956,0.355576,0.011598,6309.80,65.60,True
3438,B123568/S12,False,1.103707,0.008265,0,10,0.714596,0.253454,0.169509,0.060520,0.268250,0.095240,3462.50,50.00,True
3526,B12678/S12,False,0.954401,0.008101,0,10,0.788332,0.034497,0.148934,0.013473,0.238922,0.020392,3549.00,54.80,True
3531,B013678/S12,False,1.457133,0.007877,0,10,0.800515,0.282653,0.201453,0.071502,0.254430,0.090276,4261.60,56.00,True
3593,B03/S012,False,1.416211,0.059260,0,10,0.679565,0.361287,0.105925,0.057751,0.148018,0.083209,2239.60,47.60,True
3643,B01345/S012,False,1.136091,0.007280,0,10,0.581910,0.059440,0.031440,0.007102,0.092308,0.018180,570.00,40.00,True
3886,B12358/S012,False,1.156012,0.006750,0,10,0.839747,0.019930,0.225035,0.008922,0.318396,0.013215,4510.10,58.80,True
3957,B024568/S012,False,1.361934,0.001993,0,10,0.876070,0.016349,0.285451,0.008145,0.371271,0.011264,5731.30,61.30,True
3965,B0234568/S012,False,0.858103,0.063718,0,10,0.303512,0.165863,0.018364,0.011376,0.126479,0.076756,323.10,20.00,True
4081,B045678/S012,False,1.105695,0.002860,0,10,0.758600,0.056107,0.151533,0.014114,0.264366,0.033619,3044.10,52.90,True
4111,B0123/S3,False,0.741189,0.063908,0,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
4221,B023456/S3,False,1.064679,0.006673,0,10,0.734181,0.019639,0.186465,0.011197,0.343924,0.011578,3732.70,51.50,True
4289,B067/S3,False,1.094861,0.076304,0,10,0.517649,0.357673,0.085575,0.059432,0.155733,0.107774,1687.40,36.20,True
4380,B2348/S3,False,1.196996,0.004298,0,10,0.899060,0.032728,0.272736,0.013093,0.337439,0.019739,5487.10,62.80,True
4459,B013568/S3,False,1.777348,0.002206,0,10,1.000000,0.000000,0.442581,0.004884,0.442581,0.004884,8833.40,70.00,True
4560,B4678/S3,False,1.386294,0.000000,0,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
4576,B5678/S3,False,1.386294,0.000000,0,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,False
4597,B0245678/S3,False,1.549443,0.008523,0,10,0.939951,0.010944,0.341281,0.007237,0.386043,0.012414,6848.00,66.00,True
4638,B1234/S03,False,0.953879,0.009698,0,10,0.624212,0.329886,0.154682,0.082463,0.252811,0.133539,3132.70,43.70,True
4642,B15/S03,False,1.562735,0.001057,0,10,0.987336,0.014072,0.316852,0.007118,0.325142,0.011755,6326.90,69.20,True
4750,B1237/S03,False,1.159528,0.005003,0,10,0.879157,0.018372,0.258919,0.008485,0.334359,0.008954,5227.90,61.80,True
4923,B013458/S03,False,1.338999,0.003270,0,10,0.867206,0.020341,0.229833,0.011453,0.305432,0.020367,4642.50,60.40,True
4956,B23468/S03,False,1.371878,0.003601,0,10,0.933258,0.025521,0.312226,0.009772,0.358492,0.015135,6274.20,65.10,True
5163,B0135/S13,False,1.709900,0.008558,0,10,0.827909,0.133958,0.067433,0.021393,0.095351,0.013963,1194.60,54.20,True
5168,B45/S13,False,1.441662,0.091062,0,10,0.066547,0.037833,0.000326,0.000248,0.059747,0.046814,5.00,4.10,False
5306,B13457/S13,False,1.466905,0.001622,0,10,0.952416,0.020197,0.342543,0.007928,0.377669,0.014446,6843.20,66.90,True
5568,B678/S13,False,1.378216,0.021926,0,10,0.019477,0.014915,0.000117,0.000096,0.100444,0.087098,1.80,1.20,False
5593,B034678/S13,False,1.564531,0.002078,0,10,0.994256,0.008570,0.388185,0.008196,0.392711,0.009032,7765.30,69.30,True
5623,B01245678/S13,False,1.464832,0.005860,0,10,0.864291,0.029161,0.262659,0.007458,0.351471,0.018090,5236.20,60.30,True
5718,B1246/S013,False,1.784234,0.003192,0,10,0.996863,0.006619,0.407461,0.009119,0.409987,0.006957,8149.80,69.80,True
5800,B357/S013,False,1.768100,0.005187,0,10,0.986926,0.010575,0.285857,0.015231,0.293316,0.011687,5598.80,69.00,True
5801,B0357/S013,False,1.837177,0.001265,0,10,1.000000,0.000000,0.448042,0.002713,0.448042,0.002713,8890.40,70.00,True
5874,B14567/S013,False,1.526865,0.002301,0,10,0.964813,0.014084,0.357201,0.010005,0.383609,0.010762,7116.90,67.40,True
5939,B01458/S013,False,1.595178,0.002151,0,10,0.995685,0.006868,0.385377,0.009267,0.388741,0.010046,7715.10,69.60,True
5953,B068/S013,False,1.389539,0.003204,0,10,0.051939,0.016763,0.000593,0.000359,0.155514,0.063753,9.10,3.20,False
6037,B02478/S013,False,1.906689,0.002413,0,10,0.998377,0.005133,0.442821,0.008999,0.444245,0.008123,8851.00,69.90,True
6062,B123578/S013,False,1.385497,0.006390,0,10,0.920420,0.030061,0.285811,0.011685,0.337519,0.018671,5759.80,64.30,True
6076,B234578/S013,False,1.131715,0.005510,0,10,0.793305,0.028438,0.212805,0.011303,0.337539,0.023840,4305.30,55.60,True
6100,B24678/S013,False,1.946835,0.001277,0,10,1.000000,0.000000,0.459217,0.005244,0.459217,0.005244,9179.10,70.00,True
6192,B45/S23,False,1.188438,0.053065,0,10,0.066547,0.039350,0.000306,0.000192,0.072554,0.087426,4.60,4.10,False
6273,B07/S23,False,1.107170,0.024996,0,10,0.221049,0.131631,0.006140,0.004134,0.078163,0.051028,94.00,13.60,True
6337,B067/S23,False,1.097473,0.000428,0,10,0.269632,0.061880,0.007694,0.002902,0.103613,0.039603,118.90,16.60,True
6359,B012467/S23,False,1.277668,0.046385,0,10,0.656080,0.107277,0.025615,0.010840,0.059503,0.019431,450.30,44.30,True
6516,B24568/S23,False,1.479143,0.002305,0,10,0.936890,0.014428,0.338039,0.006311,0.384863,0.009636,6798.20,65.60,True
6691,B015/S023,False,1.397531,0.002170,0,10,0.935548,0.014293,0.297112,0.011301,0.339125,0.010333,5994.50,65.30,True
6712,B345/S023,False,1.103729,0.004504,0,10,0.743495,0.262681,0.206400,0.073484,0.301774,0.107312,4146.20,52.00,True
6868,B2467/S023,False,1.760248,0.002001,0,10,0.998377,0.005133,0.428471,0.005728,0.429852,0.004700,8574.80,69.90,True
6875,B013467/S023,False,1.429932,0.002979,0,10,0.925687,0.023020,0.315051,0.012520,0.367479,0.013862,6287.40,64.60,True
6954,B1358/S023,False,1.742610,0.001533,0,10,0.998377,0.005133,0.430018,0.006498,0.431436,0.007850,8583.40,69.90,True
7038,B1234568/S023,False,0.696283,0.017061,0,10,0.505976,0.179667,0.079606,0.029797,0.249151,0.091851,1603.70,35.00,True
7149,B0235678/S023,False,1.313578,0.003709,0,10,0.879692,0.022699,0.287200,0.015099,0.370209,0.009679,5733.70,61.70,True
7222,B1245/S123,False,1.341986,0.004923,0,10,0.807611,0.284556,0.264900,0.093524,0.328671,0.116336,5330.80,56.70,True
7226,B1345/S123,False,1.225380,0.003561,0,10,0.775810,0.273132,0.232172,0.081809,0.312066,0.110798,4689.60,54.40,True
7288,B3456/S123,False,0.961901,0.003331,0,10,0.602273,0.318279,0.148234,0.078622,0.260451,0.137787,2976.80,42.30,True
7352,B3457/S123,False,1.091928,0.003241,0,10,0.811830,0.028329,0.219385,0.014265,0.332031,0.019815,4415.80,56.70,True
7448,B348/S123,False,1.147678,0.006525,0,10,0.790538,0.279596,0.227459,0.080835,0.294737,0.105214,4574.20,55.30,True
7455,B012348/S123,False,1.121033,0.065892,0,10,0.040577,0.033570,0.000600,0.000683,0.154933,0.141767,9.20,2.50,False
7540,B24568/S123,False,1.445187,0.002424,0,10,0.926034,0.013788,0.322190,0.008557,0.375325,0.007406,6474.20,64.80,True
7577,B03478/S123,False,1.259821,0.001612,0,10,0.916189,0.014210,0.307358,0.006946,0.365896,0.012586,6139.10,64.00,True
7582,B123478/S123,False,0.984659,0.094361,0,10,0.587188,0.210977,0.090794,0.034254,0.211914,0.077901,1759.20,40.90,True
7732,B245/S0123,False,1.512205,0.002148,0,10,0.966211,0.017280,0.353578,0.012642,0.378570,0.010190,7107.10,67.70,True
7830,B1247/S0123,False,1.425345,0.003704,0,10,0.957162,0.024154,0.324805,0.013591,0.354765,0.020589,6535.00,66.80,True
7899,B013467/S0123,False,1.299594,0.005972,0,10,0.813009,0.041176,0.172736,0.017084,0.261050,0.025702,3454.30,56.50,True
7911,B012567/S0123,False,0.967882,0.027285,0,10,0.507515,0.066980,0.019712,0.007070,0.076947,0.026198,311.50,33.20,True
8044,B23568/S0123,False,1.296067,0.002676,0,10,0.916277,0.021816,0.308115,0.007137,0.367031,0.018745,6160.30,64.20,True
8060,B234568/S0123,False,0.773382,0.005555,0,10,0.658636,0.029016,0.141156,0.006064,0.323742,0.020007,2879.10,46.20,True
8166,B125678/S0123,False,1.211417,0.003388,0,10,0.869687,0.022622,0.268156,0.009470,0.353925,0.010243,5377.70,60.70,True
8276,B246/S4,False,1.850424,0.001000,0,10,1.000000,0.000000,0.442522,0.003609,0.442522,0.003609,8851.20,70.00,True
8289,B056/S4,False,1.053137,0.011189,0,10,0.725509,0.257412,0.149923,0.053430,0.230288,0.081796,2994.20,51.10,True
8376,B3457/S4,False,1.438137,0.003974,0,10,0.957340,0.022228,0.348504,0.010798,0.380126,0.009131,7010.00,67.00,True
8686,B1235678/S4,False,1.661216,0.002862,0,10,0.972215,0.015818,0.373593,0.013633,0.395146,0.012914,7475.70,68.00,True
8788,B246/S04,False,1.871572,0.001359,0,10,1.000000,0.000000,0.450885,0.003847,0.450885,0.003847,9003.70,70.00,True
8945,B04567/S04,False,1.092331,0.005523,0,10,0.894603,0.033587,0.222570,0.008328,0.278217,0.016151,4461.70,62.80,True
9010,B1458/S04,False,1.481557,0.001578,0,10,0.991192,0.008344,0.360125,0.007764,0.366511,0.006815,7222.10,69.30,True
9016,B3458/S04,False,1.371854,0.003310,0,10,0.942242,0.017138,0.326749,0.007553,0.367982,0.014218,6557.10,66.00,True
9091,B0178/S04,False,1.262733,0.065716,0,10,0.232221,0.116301,0.003534,0.003488,0.045527,0.030050,58.80,12.80,True
9228,B23/S14,False,1.538736,0.001809,0,10,0.983315,0.010462,0.363231,0.007465,0.375633,0.008949,7275.80,68.80,True
9243,B0134/S14,False,1.500232,0.006491,0,10,0.909053,0.029700,0.153856,0.029197,0.185016,0.029175,2778.30,62.90,True
9281,B06/S14,False,1.337821,0.097637,0,10,0.299371,0.118787,0.009642,0.004899,0.083895,0.039085,148.10,18.50,True
9359,B01237/S14,False,0.898039,0.191872,0,10,0.055506,0.117318,0.001335,0.003321,0.015575,0.037022,21.20,3.40,False
9393,B0457/S14,False,1.360743,0.006294,0,10,0.948688,0.021979,0.276672,0.008115,0.307346,0.010593,5557.30,66.50,True
9435,B013467/S14,False,1.689219,0.002346,0,10,1.000000,0.000000,0.440399,0.007074,0.440399,0.007074,8778.10,70.00,True
9633,B0578/S14,False,1.244268,0.002190,0,10,0.862974,0.024251,0.180742,0.007136,0.242481,0.013776,3604.10,60.30,True
9853,B023456/S014,False,1.298294,0.003078,0,10,0.886899,0.017060,0.276139,0.012361,0.350772,0.021171,5571.60,62.20,True
9892,B257/S014,False,1.766414,0.000778,0,10,1.000000,0.000000,0.405855,0.005408,0.405855,0.005408,8098.90,70.00,True
10020,B258/S014,False,1.758285,0.001538,0,10,1.000000,0.000000,0.403475,0.006174,0.403475,0.006174,8048.90,70.00,True
10090,B13568/S014,False,1.912031,0.001454,0,10,1.000000,0.000000,0.467796,0.003315,0.467796,0.003315,9302.40,70.00,True
10200,B34678/S014,False,1.630923,0.001293,0,10,0.996754,0.006844,0.420553,0.008702,0.423309,0.009697,8407.70,69.80,True
10353,B0456/S24,False,1.528078,0.001655,0,10,0.971829,0.008706,0.351482,0.005367,0.372081,0.008692,7023.20,68.10,True
10398,B12347/S24,False,1.297091,0.008044,0,10,0.924418,0.022166,0.308318,0.007236,0.360807,0.016430,6218.20,64.70,True
10480,B4567/S24,False,1.468726,0.067498,0,10,0.111993,0.077066,0.000443,0.000343,0.034113,0.025649,6.80,6.90,True
10506,B138/S24,False,1.922955,0.001225,0,10,1.000000,0.000000,0.452249,0.004242,0.452249,0.004242,9037.20,70.00,True
10543,B012358/S24,False,1.489204,0.122475,0,10,0.654860,0.157038,0.011782,0.004796,0.028281,0.009560,215.80,44.50,True
10573,B02368/S24,False,1.752267,0.000993,0,10,1.000000,0.000000,0.440674,0.002459,0.440674,0.002459,8807.10,70.00,True
10720,B5678/S24,False,1.493093,0.080648,0,10,0.016231,0.030605,0.000072,0.000121,0.041986,0.104301,1.10,1.00,False
10730,B135678/S24,False,1.947880,0.001203,0,10,1.000000,0.000000,0.466593,0.004089,0.466593,0.004089,9283.40,70.00,True
10820,B26/S024,False,1.720314,0.001460,0,10,1.000000,0.000000,0.411028,0.001601,0.411028,0.001601,8203.30,70.00,True
10881,B07/S024,False,1.527188,0.004873,0,10,0.106934,0.024151,0.001584,0.000566,0.122182,0.034941,24.40,6.70,True
10957,B02367/S024,False,1.725149,0.002479,0,10,1.000000,0.000000,0.430786,0.006516,0.430786,0.006516,8644.50,70.00,True
11003,B0134567/S024,False,1.430735,0.001761,0,10,0.922639,0.023147,0.310691,0.010880,0.364831,0.015175,6224.30,64.40,True
11005,B0234567/S024,False,1.258613,0.002876,0,10,0.859213,0.015460,0.257995,0.005437,0.348839,0.009939,5185.40,60.00,True
11205,B02678/S024,False,1.733234,0.001254,0,10,1.000000,0.000000,0.421973,0.005412,0.421973,0.005412,8426.20,70.00,True
11417,B0347/S124,False,1.633905,0.001697,0,10,0.996754,0.006844,0.417304,0.005561,0.420020,0.005453,8337.00,69.80,True
11432,B357/S124,False,1.978033,0.003878,0,10,1.000000,0.000000,0.454543,0.005303,0.454543,0.005303,9095.40,70.00,True
11465,B0367/S124,False,1.851681,0.001243,0,10,1.000000,0.000000,0.448871,0.004917,0.448871,0.004917,8955.10,70.00,True
11508,B24567/S124,False,1.596007,0.002086,0,10,0.984576,0.012340,0.392857,0.005606,0.405274,0.008457,7857.30,68.90,True
11511,B0124567/S124,False,1.478572,0.006402,0,10,0.899073,0.021517,0.230751,0.021894,0.284995,0.025403,4416.20,62.50,True
11638,B124568/S124,False,1.581026,0.001551,0,10,0.980095,0.009541,0.387938,0.007001,0.403840,0.010653,7759.80,68.50,True
11669,B02478/S124,False,1.861194,0.001538,0,10,1.000000,0.000000,0.474622,0.002045,0.474622,0.002045,9440.90,70.00,True
11674,B13478/S124,False,1.679953,0.001116,0,10,1.000000,0.000000,0.430046,0.005633,0.430046,0.005633,8626.10,70.00,True
11699,B014578/S124,False,1.657503,0.001460,0,10,0.995131,0.010955,0.425010,0.009591,0.429127,0.005849,8512.00,69.70,True
11729,B04678/S124,False,1.659250,0.006173,0,10,0.981539,0.014123,0.342726,0.008061,0.355776,0.011354,6877.50,68.70,True
11810,B15/S0124,False,1.425134,0.019624,0,10,0.525583,0.193455,0.041307,0.018061,0.119282,0.047378,687.00,34.00,True
11919,B01237/S0124,False,1.476459,0.153165,0,10,0.127461,0.091290,0.001846,0.002605,0.056377,0.049857,28.20,7.90,True
11998,B123467/S0124,False,1.333410,0.012943,0,10,0.912419,0.019858,0.287991,0.005231,0.345798,0.014702,5813.80,64.20,True
12125,B023468/S0124,False,1.588703,0.003929,0,10,0.886338,0.311510,0.348527,0.122930,0.359290,0.126732,6998.70,62.10,True
12307,B014/S34,False,1.525696,0.001457,0,10,0.990985,0.008065,0.392812,0.005869,0.400014,0.009105,7891.30,69.40,True
12344,B345/S34,False,1.100040,0.003023,0,10,0.818518,0.288557,0.264449,0.093256,0.319672,0.113281,5299.90,57.00,True
12381,B02346/S34,False,1.377447,0.004550,0,10,0.950976,0.018851,0.345168,0.008150,0.381613,0.012350,6901.40,66.60,True
12459,B01357/S34,False,1.792854,0.001976,0,10,1.000000,0.000000,0.450089,0.006567,0.450089,0.006567,9032.30,70.00,True
12538,B134567/S34,False,1.165687,0.001570,0,10,0.849218,0.019734,0.255081,0.011682,0.353064,0.019413,5126.90,59.90,True
12567,B01248/S34,False,1.272598,0.062043,0,10,0.620315,0.124799,0.018325,0.004664,0.048333,0.011345,306.50,39.50,True
12595,B01458/S34,False,1.402061,0.001755,0,10,0.972971,0.012647,0.373598,0.010506,0.394502,0.009686,7468.50,68.20,True
12632,B3468/S34,False,1.398759,0.002579,0,10,0.975796,0.010952,0.368047,0.007225,0.386436,0.007746,7368.60,68.30,True
12638,B123468/S34,False,1.150187,0.009737,0,10,0.808410,0.021559,0.201987,0.011947,0.307937,0.012829,4074.70,56.80,True
12710,B12578/S34,False,1.640717,0.001312,0,10,0.993508,0.008382,0.405746,0.008671,0.411049,0.008836,8106.20,69.60,True
12716,B23578/S34,False,1.656941,0.001761,0,10,0.995131,0.007840,0.415280,0.005833,0.419403,0.009527,8343.60,69.70,True
12773,B025678/S34,False,1.607532,0.001857,0,10,0.974896,0.011381,0.389974,0.008475,0.410154,0.005676,7803.40,68.30,True
12781,B0235678/S34,False,1.471637,0.002848,0,10,0.938494,0.012934,0.337117,0.006098,0.382519,0.010166,6743.50,65.60,True
12848,B45/S034,False,1.386294,0.000000,0,10,0.082777,0.049851,0.000300,0.000207,0.042333,0.047444,4.60,5.10,False
12870,B126/S034,False,1.430382,0.000957,0,10,0.953540,0.027268,0.335129,0.009217,0.368891,0.018530,6723.00,66.90,True
13016,B3467/S034,False,1.370825,0.002904,0,10,0.971902,0.015189,0.368470,0.008912,0.389965,0.007387,7374.70,67.90,True
13066,B138/S034,False,1.584824,0.002583,0,10,0.895131,0.314610,0.356951,0.125467,0.360871,0.126975,7176.50,62.70,True
13078,B1248/S034,False,1.593501,0.001711,0,10,0.988875,0.013195,0.402202,0.006587,0.411348,0.009600,8058.90,69.20,True
13132,B2368/S034,False,1.494178,0.001684,0,10,0.984503,0.009720,0.391694,0.007298,0.404087,0.008718,7813.50,69.00,True
13257,B03678/S034,False,1.571795,0.000923,0,10,0.998377,0.005133,0.411031,0.006642,0.412379,0.007360,8214.20,69.90,True
13361,B045/S134,False,1.388372,0.002399,0,10,0.858998,0.302206,0.298939,0.105887,0.327793,0.115363,6012.90,60.10,True
13434,B13456/S134,False,1.230988,0.003143,0,10,0.889035,0.017598,0.281906,0.013931,0.355985,0.013310,5609.60,62.10,True
13515,B01367/S134,False,1.640012,0.002077,0,10,0.998377,0.005133,0.426965,0.006584,0.428375,0.008034,8560.90,69.90,True
13590,B1248/S134,False,1.592785,0.003408,0,10,0.994875,0.007704,0.401253,0.009067,0.405337,0.006212,8055.40,69.60,True
13620,B2458/S134,False,1.590285,0.001732,0,10,0.990261,0.011349,0.398011,0.009129,0.405902,0.011222,7989.30,69.40,True
13842,B14/S0134,False,1.604054,0.002009,0,10,0.993508,0.008382,0.417076,0.009425,0.422453,0.004666,8346.90,69.60,True
14088,B38/S0134,False,1.526971,0.002028,0,10,0.882985,0.310386,0.332505,0.117132,0.345319,0.121464,6635.40,61.80,True
14105,B0348/S0134,False,1.307718,0.001895,0,10,0.970361,0.009820,0.363568,0.005788,0.386050,0.010205,7285.40,68.00,True
14217,B0378/S0134,False,1.562441,0.001973,0,10,0.989458,0.009397,0.394964,0.012909,0.403291,0.009063,7909.90,69.30,True
14267,B0134578/S0134,False,1.322632,0.002583,0,10,0.909643,0.022989,0.297390,0.010154,0.359254,0.016414,5983.20,63.60,True
14308,B25678/S0134,False,1.621707,0.001716,0,10,0.981929,0.008429,0.388552,0.006792,0.402943,0.009289,7767.80,68.80,True
14355,B014/S234,False,1.372664,0.001937,0,10,0.948912,0.019091,0.328747,0.014104,0.364737,0.009983,6594.70,66.50,True
14430,B12346/S234,False,0.991499,0.006911,0,10,0.826552,0.038461,0.230733,0.015296,0.337162,0.018273,4663.20,57.60,True
14462,B123456/S234,False,0.684531,0.017441,0,10,0.633652,0.225211,0.140404,0.050595,0.283222,0.105487,2828.50,44.10,True
14484,B247/S234,False,1.539758,0.001241,0,10,0.993434,0.007634,0.404989,0.007862,0.410351,0.007536,8111.40,69.40,True
14520,B3457/S234,False,1.031182,0.008508,0,10,0.825046,0.022300,0.231072,0.011456,0.338513,0.013858,4614.10,57.70,True
14641,B0458/S234,False,1.224017,0.002316,0,10,0.908336,0.019050,0.297811,0.008352,0.360632,0.011884,5994.10,63.60,True
14684,B23468/S234,False,1.147224,0.005846,0,10,0.813542,0.288355,0.254075,0.089694,0.311577,0.111906,5118.90,56.80,True
14778,B134578/S234,False,1.295919,0.003796,0,10,0.918567,0.025958,0.302021,0.010776,0.357751,0.014159,6049.30,64.50,True
14832,B45678/S234,False,1.114941,0.086679,0,10,0.199640,0.047813,0.002580,0.001174,0.058815,0.021312,39.90,12.30,True
